"Geographic Area Name (NAME)","2017 NAICS Code (NAICS)","Meaning of NAICS Code (NAICS_LABEL)","Meaning of Establishments located in Metropolitan or Micropolitan Statistical Area indicator (METRO_LABEL)","Year (YEAR)","Number of firms (FIRM)","Number of establishments (ESTAB)","Number of employees (EMP)","(DHS) denominator (DENOM)","Number of establishments born during the last 12 months (ESTABS_ENTRY)","Rate of establishments born during the last 12 months (ESTABS_ENTRY_RATE)","Number of establishments exited during the last 12 months (ESTABS_EXIT)","Rate of establishments exited during the last 12 months (ESTABS_EXIT_RATE)","Number of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION)","Number of jobs created from opening establishments during the last 12 months (JOB_CREATION_BIRTHS)","Number of jobs created from expanding establishments during the last 12 months (JOB_CREATION_CONTINUERS)","Rate of jobs created from opening establishments during the last 12 months (JOB_CREATION_RATE_BIRTHS)","Rate of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION_RATE)","Number of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION)","Number of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_DEATHS)","Number of jobs lost from contracting establishments during the last 12 months (JOB_DESTRUCTION_CONTINUERS)","Rate of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_RATE_DEATHS)","Rate of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION_RATE)","Number of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION)","Rate of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION_RATE)","Rate of reallocation during the last 12 months (REALLOCATION_RATE)","Number of firms that exited during the last 12 months (FIRMDEATH_FIRMS)","Number of establishments associated with firm deaths during the last 12 months (FIRMDEATH_ESTABS)","Number of employees associated with firm deaths during the last 12 months (FIRMDEATH_EMP)"
"Tennessee","00","Total for all sectors","Total","1994","87,670","110,399","2,017,555","1,987,402","12,869","11.800","10,190","9.344","319,059","119,761","199,298","6.026","16.054","259,326","96,185","163,141","4.840","13.048","59,733","3.006","26.097","7,046","7,197","46,450"
"Tennessee","00","Total for all sectors","Total","1995","90,080","113,562","2,124,175","2,068,510","13,574","12.122","10,402","9.289","352,209","121,273","230,936","5.863","17.027","239,799","78,789","161,010","3.809","11.593","112,410","5.434","23.186","7,170","7,373","44,791"
"Tennessee","00","Total for all sectors","Total","1996","91,263","115,848","2,151,737","2,133,888","13,766","12.022","11,076","9.673","329,085","127,203","201,882","5.961","15.422","293,417","98,194","195,223","4.602","13.750","35,668","1.672","27.501","7,900","8,051","54,841"
"Tennessee","00","Total for all sectors","Total","1997","91,945","117,464","2,214,009","2,187,164","14,110","12.094","12,519","10.730","377,312","129,749","247,563","5.932","17.251","322,778","109,850","212,928","5.022","14.758","54,534","2.493","29.516","8,408","8,666","59,260"
"Tennessee","00","Total for all sectors","Total","1998","92,668","119,298","2,302,156","2,270,297","13,534","11.416","12,042","10.158","375,357","140,752","234,605","6.200","16.533","310,764","109,419","201,345","4.820","13.688","64,593","2.845","27.377","8,026","8,226","49,084"
"Tennessee","00","Total for all sectors","Total","1999","92,313","119,869","2,339,021","2,326,055","13,046","10.910","12,456","10.417","361,655","129,769","231,886","5.579","15.548","337,307","118,247","219,060","5.084","14.501","24,348","1.047","29.002","8,189","8,433","51,497"
"Tennessee","00","Total for all sectors","Total","2000","91,639","119,832","2,392,524","2,363,216","12,364","10.314","12,461","10.395","382,876","121,201","261,675","5.129","16.201","325,176","117,388","207,788","4.967","13.760","57,700","2.442","27.520","7,986","8,241","48,657"
"Tennessee","00","Total for all sectors","Total","2001","90,584","119,221","2,356,921","2,374,874","12,435","10.407","12,963","10.849","346,773","119,218","227,555","5.020","14.602","382,213","137,361","244,852","5.784","16.094","−35,440","−1.492","29.203","7,947","8,304","67,359"
"Tennessee","00","Total for all sectors","Total","2002","90,238","119,198","2,304,897","2,336,910","13,295","11.131","13,774","11.532","367,891","137,451","230,440","5.882","15.743","432,505","144,569","287,936","6.186","18.508","−64,614","−2.765","31.485","7,931","8,160","62,016"
"Tennessee","00","Total for all sectors","Total","2003","90,982","120,230","2,303,620","2,303,799","12,971","10.837","11,904","9.945","352,987","130,730","222,257","5.675","15.322","353,596","113,745","239,851","4.937","15.348","−609","−0.026","30.644","7,517","7,734","47,541"
"Tennessee","00","Total for all sectors","Total","2004","92,139","121,661","2,341,795","2,323,957","12,663","10.469","11,247","9.299","342,991","113,859","229,132","4.899","14.759","307,616","105,543","202,073","4.542","13.237","35,375","1.522","26.473","7,184","7,393","46,180"
"Tennessee","00","Total for all sectors","Total","2005","92,897","123,236","2,363,733","2,352,894","13,119","10.713","11,553","9.435","334,433","111,530","222,903","4.740","14.214","312,673","93,697","218,976","3.982","13.289","21,760","0.925","26.578","7,630","7,840","47,298"
"Tennessee","00","Total for all sectors","Total","2006","94,108","125,784","2,453,162","2,409,781","14,492","11.640","11,922","9.576","375,863","134,216","241,647","5.570","15.597","289,054","92,171","196,883","3.825","11.995","86,809","3.602","23.990","7,808","8,027","45,179"
"Tennessee","00","Total for all sectors","Total","2007","94,919","127,315","2,468,735","2,458,221","13,994","11.059","12,443","9.833","380,680","124,644","256,036","5.070","15.486","361,725","119,898","241,827","4.877","14.715","18,955","0.771","29.430","7,668","7,822","48,390"
"Tennessee","00","Total for all sectors","Total","2008","94,193","127,804","2,483,745","2,478,059","12,995","10.188","12,483","9.787","356,319","122,986","233,333","4.963","14.379","344,904","92,911","251,993","3.749","13.918","11,415","0.461","27.837","8,346","8,452","47,903"
"Tennessee","00","Total for all sectors","Total","2009","91,538","125,163","2,320,274","2,405,319","10,792","8.521","13,761","10.866","256,344","93,015","163,329","3.867","10.657","426,731","109,662","317,069","4.559","17.741","−170,387","−7.084","21.315","8,864","9,109","56,692"
"Tennessee","00","Total for all sectors","Total","2010","89,822","123,452","2,269,638","2,295,073","10,444","8.402","12,151","9.775","266,677","87,414","179,263","3.809","11.620","316,532","92,124","224,408","4.014","13.792","−49,855","−2.172","23.239","7,681","7,913","48,217"
"Tennessee","00","Total for all sectors","Total","2011","88,785","122,297","2,301,366","2,285,898","10,598","8.624","11,772","9.580","289,895","78,621","211,274","3.439","12.682","258,683","87,707","170,976","3.837","11.316","31,212","1.365","22.633","7,443","7,691","43,180"
"Tennessee","00","Total for all sectors","Total","2012","88,468","122,096","2,357,944","2,330,853","10,659","8.723","10,851","8.880","310,271","87,646","222,625","3.760","13.311","256,226","82,889","173,337","3.556","10.993","54,045","2.319","21.986","6,664","6,838","39,968"
"Tennessee","00","Total for all sectors","Total","2013","88,526","122,435","2,403,840","2,380,850","10,873","8.895","10,485","8.577","314,831","93,167","221,664","3.913","13.223","267,971","81,009","186,962","3.403","11.255","46,860","1.968","22.511","6,548","6,708","39,000"
"Tennessee","00","Total for all sectors","Total","2014","88,478","123,390","2,455,983","2,430,617","10,911","8.876","9,994","8.130","298,104","92,754","205,350","3.816","12.265","246,966","76,885","170,081","3.163","10.161","51,138","2.104","20.321","6,447","6,569","36,562"
"Tennessee","00","Total for all sectors","Total","2015","88,749","124,678","2,506,715","2,479,051","11,395","9.187","10,101","8.144","312,243","103,279","208,964","4.166","12.595","256,991","80,901","176,090","3.263","10.367","55,252","2.229","20.733","6,368","6,521","47,444"
"Tennessee","00","Total for all sectors","Total","2016","89,676","127,003","2,588,290","2,546,929","11,474","9.118","9,151","7.272","322,519","103,694","218,825","4.071","12.663","239,456","67,785","171,671","2.661","9.402","83,063","3.261","18.804","6,166","6,319","36,004"
"Tennessee","00","Total for all sectors","Total","2017","90,389","128,047","2,652,190","2,629,296","11,226","8.804","10,162","7.969","348,079","104,582","243,497","3.978","13.238","301,816","101,507","200,309","3.861","11.479","46,263","1.760","22.958","6,331","6,519","44,571"
"Tennessee","00","Total for all sectors","Total","2018","90,996","128,486","2,674,582","2,660,409","10,472","8.165","10,020","7.812","305,624","86,271","219,353","3.243","11.488","277,779","83,354","194,425","3.133","10.441","27,845","1.047","20.882","6,440","6,733","43,559"
"Tennessee","00","Total for all sectors","Total","2019","91,626","130,011","2,725,664","2,706,268","11,319","8.757","9,813","7.592","314,258","99,165","215,093","3.664","11.612","275,084","86,514","188,570","3.197","10.165","39,174","1.448","20.329","6,828","6,972","41,751"
"Tennessee","00","Total for all sectors","Total","2020","91,560","129,909","2,758,978","2,743,033","10,895","8.384","10,982","8.451","334,348","108,700","225,648","3.963","12.189","301,905","99,246","202,659","3.618","11.006","32,443","1.183","22.012","7,670","7,950","49,614"
"Texas","00","Total for all sectors","Total","1978","226,894","278,496","4,411,748","4,194,914","48,418","17.867","33,408","12.328","1,073,118","389,323","683,795","9.281","25.581","641,187","261,863","379,324","6.242","15.285","431,931","10.297","30.570","23,326","23,673","145,449"
"Texas","00","Total for all sectors","Total","1979","237,627","292,183","4,701,663","4,550,057","47,451","16.623","33,979","11.904","1,026,713","374,519","652,194","8.231","22.565","724,327","265,726","458,601","5.840","15.919","302,386","6.646","31.838","24,847","25,166","165,620"
"Texas","00","Total for all sectors","Total","1980","244,420","301,716","4,886,242","4,793,526","46,358","15.616","36,639","12.342","972,188","353,381","618,807","7.372","20.281","783,846","252,685","531,161","5.271","16.352","188,342","3.929","32.704","26,342","26,741","151,854"
"Texas","00","Total for all sectors","Total","1981","252,357","313,870","5,167,893","5,023,990","49,952","16.239","37,438","12.170","1,059,622","415,484","644,138","8.270","21.091","770,600","258,391","512,209","5.143","15.338","289,022","5.753","30.677","26,923","27,391","158,514"
"Texas","00","Total for all sectors","Total","1982","258,649","324,124","5,453,807","5,311,175","50,548","15.841","40,492","12.690","1,167,942","402,564","765,378","7.580","21.990","885,498","301,483","584,015","5.676","16.672","282,444","5.318","33.345","29,250","29,780","180,093"
"Texas","00","Total for all sectors","Total","1983","267,964","334,983","5,256,185","5,365,515","53,078","16.105","42,264","12.824","1,006,423","420,817","585,606","7.843","18.757","1,227,108","346,699","880,409","6.462","22.870","−220,685","−4.113","37.514","29,645","30,294","190,257"
"Texas","00","Total for all sectors","Total","1984","280,209","349,133","5,547,850","5,397,506","57,598","16.838","43,458","12.705","1,228,465","495,835","732,630","9.186","22.760","929,184","328,024","601,160","6.077","17.215","299,281","5.545","34.430","31,437","32,152","192,639"
"Texas","00","Total for all sectors","Total","1985","283,456","353,366","5,684,371","5,594,124","54,638","15.555","50,407","14.351","1,183,354","459,372","723,982","8.212","21.154","1,004,344","405,865","598,479","7.255","17.954","179,010","3.200","35.907","36,805","37,510","244,452"
"Texas","00","Total for all sectors","Total","1986","284,993","357,629","5,638,501","5,660,940","53,753","15.122","49,426","13.905","1,072,009","433,722","638,287","7.662","18.937","1,116,307","382,951","733,356","6.765","19.719","−44,298","−0.783","37.874","35,932","36,647","232,498"
"Texas","00","Total for all sectors","Total","1987","277,825","352,011","5,426,162","5,537,074","50,844","14.331","56,365","15.888","1,044,922","466,544","578,378","8.426","18.871","1,262,826","481,181","781,645","8.690","22.807","−217,904","−3.935","37.743","39,176","40,140","257,784"
"Texas","00","Total for all sectors","Total","1988","275,374","351,480","5,518,109","5,483,337","50,475","14.341","51,423","14.611","1,134,590","456,147","678,443","8.319","20.692","1,065,430","420,473","644,957","7.668","19.430","69,160","1.261","38.861","35,744","36,807","227,024"
"Texas","00","Total for all sectors","Total","1989","275,205","352,087","5,681,489","5,594,655","48,185","13.695","47,700","13.557","1,150,062","447,577","702,485","8.000","20.556","979,543","408,144","571,399","7.295","17.509","170,519","3.048","35.017","32,776","34,127","235,074"
"Texas","00","Total for all sectors","Total","1990","279,533","358,019","5,883,342","5,787,691","48,851","13.758","42,970","12.102","1,136,566","435,127","701,439","7.518","19.638","942,355","372,201","570,154","6.431","16.282","194,211","3.356","32.564","30,164","31,208","213,803"
"Texas","00","Total for all sectors","Total","1991","281,221","363,559","5,953,727","5,917,530","49,783","13.807","43,788","12.144","1,126,933","453,916","673,017","7.671","19.044","1,056,926","416,688","640,238","7.042","17.861","70,007","1.183","35.722","29,970","30,946","246,637"
"Texas","00","Total for all sectors","Total","1992","285,458","368,891","6,004,073","5,991,023","48,667","13.296","42,932","11.729","1,120,397","429,937","690,460","7.176","18.701","1,094,605","379,989","714,616","6.343","18.271","25,792","0.431","36.542","27,724","28,620","200,950"
"Texas","00","Total for all sectors","Total","1993","293,615","375,423","6,194,489","6,098,747","47,682","12.813","41,100","11.044","1,198,587","403,416","795,171","6.615","19.653","1,007,494","366,326","641,168","6.007","16.520","191,093","3.133","33.039","26,695","27,616","182,928"
"Texas","00","Total for all sectors","Total","1994","301,635","385,920","6,363,258","6,295,933","50,534","13.266","40,580","10.653","1,124,376","415,622","708,754","6.601","17.859","989,923","339,098","650,825","5.386","15.723","134,453","2.136","31.446","27,861","28,687","186,047"
"Texas","00","Total for all sectors","Total","1995","308,739","395,524","6,664,036","6,510,615","51,352","13.144","41,664","10.664","1,236,155","456,526","779,629","7.012","18.987","930,612","331,453","599,159","5.091","14.294","305,543","4.693","28.588","28,723","29,705","189,859"
"Texas","00","Total for all sectors","Total","1996","313,528","402,415","6,813,702","6,713,340","51,706","12.987","43,159","10.840","1,231,324","481,780","749,544","7.176","18.341","1,030,049","353,454","676,595","5.265","15.343","201,275","2.998","30.687","29,863","30,870","203,578"
"Texas","00","Total for all sectors","Total","1997","316,731","408,225","7,103,755","6,970,378","53,239","13.133","47,577","11.736","1,429,112","540,030","889,082","7.747","20.503","1,161,046","436,174","724,872","6.258","16.657","268,066","3.846","33.314","31,660","32,713","233,310"
"Texas","00","Total for all sectors","Total","1998","322,449","416,878","7,544,849","7,377,165","51,414","12.439","44,310","10.720","1,440,827","508,868","931,959","6.898","19.531","1,103,320","373,344","729,976","5.061","14.956","337,507","4.575","29.912","28,742","30,002","185,052"
"Texas","00","Total for all sectors","Total","1999","323,084","421,095","7,707,769","7,635,447","50,453","12.041","46,291","11.048","1,399,350","480,603","918,747","6.294","18.327","1,254,059","463,116","790,943","6.065","16.424","145,291","1.903","32.848","30,340","31,419","229,341"
"Texas","00","Total for all sectors","Total","2000","323,899","424,385","8,024,802","7,880,799","49,532","11.713","46,524","11.002","1,474,658","508,897","965,761","6.457","18.712","1,190,076","439,428","750,648","5.576","15.101","284,582","3.611","30.202","29,584","30,864","205,976"
"Texas","00","Total for all sectors","Total","2001","325,622","429,170","8,157,687","8,098,783","51,144","11.982","46,467","10.886","1,450,748","542,871","907,877","6.703","17.913","1,331,783","515,175","816,608","6.361","16.444","118,965","1.469","32.888","29,092","30,220","225,583"
"Texas","00","Total for all sectors","Total","2002","328,340","434,118","7,973,185","8,088,904","55,318","12.800","51,405","11.895","1,479,766","636,224","843,542","7.865","18.294","1,712,442","601,826","1,110,616","7.440","21.170","−232,676","−2.876","36.588","29,609","30,721","250,137"
"Texas","00","Total for all sectors","Total","2003","333,622","440,061","8,010,563","7,991,474","52,926","12.111","46,852","10.721","1,384,796","504,031","880,765","6.307","17.328","1,343,386","494,371","849,015","6.186","16.810","41,410","0.518","33.620","29,553","30,347","212,331"
"Texas","00","Total for all sectors","Total","2004","337,106","445,350","8,095,531","8,053,271","52,327","11.820","47,057","10.629","1,350,832","506,637","844,195","6.291","16.774","1,273,284","466,074","807,210","5.787","15.811","77,548","0.963","31.622","30,260","31,079","212,206"
"Texas","00","Total for all sectors","Total","2005","341,890","453,122","8,272,885","8,190,726","53,673","11.947","45,985","10.235","1,348,716","505,057","843,659","6.166","16.466","1,185,849","377,079","808,770","4.604","14.478","162,867","1.988","28.956","30,071","30,859","204,076"
"Texas","00","Total for all sectors","Total","2006","348,242","465,892","8,717,159","8,501,687","59,710","12.995","46,920","10.211","1,544,067","569,954","974,113","6.704","18.162","1,115,932","396,928","719,004","4.669","13.126","428,135","5.036","26.252","30,882","31,668","192,297"
"Texas","00","Total for all sectors","Total","2007","353,549","475,015","8,987,219","8,852,265","59,693","12.694","50,166","10.668","1,622,664","568,886","1,053,778","6.426","18.330","1,353,491","483,338","870,153","5.460","15.290","269,173","3.041","30.580","30,847","31,577","209,294"
"Texas","00","Total for all sectors","Total","2008","356,007","479,678","9,153,094","9,063,990","54,093","11.335","49,172","10.304","1,510,010","524,064","985,946","5.782","16.659","1,333,605","421,726","911,879","4.653","14.713","176,405","1.946","29.426","31,642","32,586","211,108"
"Texas","00","Total for all sectors","Total","2009","354,437","480,195","8,884,145","9,034,023","49,791","10.356","50,950","10.597","1,204,483","454,351","750,132","5.029","13.333","1,508,657","429,823","1,078,834","4.758","16.700","−304,174","−3.367","26.665","32,869","33,786","216,917"
"Texas","00","Total for all sectors","Total","2010","354,098","481,817","8,775,663","8,831,864","49,132","10.214","47,573","9.890","1,197,683","466,967","730,716","5.287","13.561","1,304,655","367,594","937,061","4.162","14.772","−106,972","−1.211","27.122","30,130","30,926","187,680"
"Texas","00","Total for all sectors","Total","2011","356,056","486,002","8,960,005","8,874,350","50,981","10.535","46,792","9.670","1,314,720","435,660","879,060","4.909","14.815","1,143,342","349,549","793,793","3.939","12.884","171,378","1.931","25.767","30,135","31,005","182,263"
"Texas","00","Total for all sectors","Total","2012","362,844","493,745","9,333,012","9,152,403","53,200","10.861","45,376","9.264","1,455,666","465,549","990,117","5.087","15.905","1,089,762","357,685","732,077","3.908","11.907","365,904","3.998","23.814","27,512","28,563","181,898"
"Texas","00","Total for all sectors","Total","2013","368,941","501,996","9,637,511","9,495,589","52,967","10.640","44,575","8.954","1,449,707","461,920","987,787","4.865","15.267","1,165,380","391,817","773,563","4.126","12.273","284,327","2.994","24.546","27,942","28,521","184,001"
"Texas","00","Total for all sectors","Total","2014","375,758","513,031","9,937,698","9,790,418","55,194","10.874","44,248","8.718","1,458,185","497,418","960,767","5.081","14.894","1,162,802","398,934","763,868","4.075","11.877","295,383","3.017","23.754","28,174","28,902","183,285"
"Texas","00","Total for all sectors","Total","2015","382,238","522,232","10,257,812","10,103,915","55,596","10.740","46,398","8.963","1,506,988","521,380","985,608","5.160","14.915","1,200,232","398,689","801,543","3.946","11.879","306,756","3.036","23.758","29,410","30,263","191,075"
"Texas","00","Total for all sectors","Total","2016","388,122","533,971","10,453,320","10,356,617","58,002","10.983","46,259","8.760","1,453,852","518,702","935,150","5.008","14.038","1,260,388","363,283","897,105","3.508","12.170","193,464","1.868","24.340","31,074","32,024","206,270"
"Texas","00","Total for all sectors","Total","2017","393,060","540,677","10,614,330","10,522,676","57,830","10.764","51,014","9.495","1,587,341","540,392","1,046,949","5.135","15.085","1,405,689","456,690","948,999","4.340","13.359","181,652","1.726","26.717","32,358","33,434","229,766"
"Texas","00","Total for all sectors","Total","2018","398,917","545,863","10,811,900","10,716,886","55,407","10.200","50,061","9.216","1,475,107","472,728","1,002,379","4.411","13.764","1,286,189","427,898","858,291","3.993","12.002","188,918","1.763","24.003","32,960","34,119","230,798"
"Texas","00","Total for all sectors","Total","2019","406,841","555,556","11,099,556","10,955,060","57,706","10.478","48,100","8.733","1,474,829","476,567","998,262","4.350","13.463","1,194,380","396,633","797,747","3.621","10.903","280,449","2.560","21.805","34,383","35,362","224,765"
"Texas","00","Total for all sectors","Total","2020","409,358","558,554","11,206,366","11,157,402","56,572","10.156","53,502","9.605","1,470,907","526,783","944,124","4.721","13.183","1,374,025","431,829","942,196","3.870","12.315","96,882","0.868","24.630","38,937","40,374","250,036"
"Utah","00","Total for all sectors","Total","1978","23,303","26,886","398,271","372,716","4,961","19.128","3,061","11.802","105,960","40,409","65,551","10.842","28.429","55,453","21,385","34,068","5.738","14.878","50,507","13.551","29.756","2,175","2,207","12,039"
"Utah","00","Total for all sectors","Total","1979","23,927","27,709","428,379","414,007","4,433","16.218","3,683","13.474","94,795","34,610","60,185","8.360","22.897","66,389","24,801","41,588","5.990","16.036","28,406","6.861","32.071","2,687","2,748","14,653"
"Utah","00","Total for all sectors","Total","1980","23,897","27,843","436,057","432,420","4,129","14.866","3,992","14.373","78,911","30,156","48,755","6.974","18.249","71,651","27,022","44,629","6.249","16.570","7,260","1.679","33.140","2,896","2,932","16,369"
"Utah","00","Total for all sectors","Total","1981","24,175","28,524","430,105","434,220","4,578","16.247","3,885","13.788","80,291","34,921","45,370","8.042","18.491","89,075","27,155","61,920","6.254","20.514","−8,784","−2.023","36.982","2,846","2,885","15,183"
"Utah","00","Total for all sectors","Total","1982","23,952","28,613","433,157","431,680","4,201","14.698","4,140","14.484","80,243","30,156","50,087","6.986","18.589","77,296","26,168","51,128","6.062","17.906","2,947","0.683","35.812","2,963","2,992","16,694"
"Utah","00","Total for all sectors","Total","1983","24,469","29,231","426,475","429,887","4,375","15.124","3,768","13.026","80,439","33,161","47,278","7.714","18.712","87,100","28,326","58,774","6.589","20.261","−6,661","−1.549","37.423","2,550","2,594","15,312"
"Utah","00","Total for all sectors","Total","1984","25,439","30,301","457,864","443,073","4,588","15.410","3,531","11.860","91,687","32,525","59,162","7.341","20.693","62,411","26,004","36,407","5.869","14.086","29,276","6.607","28.172","2,477","2,534","14,647"
"Utah","00","Total for all sectors","Total","1985","25,694","30,540","477,011","467,393","4,586","15.076","4,343","14.277","90,013","32,339","57,674","6.919","19.259","70,647","29,190","41,457","6.245","15.115","19,366","4.143","30.230","3,102","3,169","19,354"
"Utah","00","Total for all sectors","Total","1986","25,829","30,911","484,760","480,908","4,619","15.034","4,245","13.817","95,634","40,187","55,447","8.356","19.886","87,904","31,839","56,065","6.621","18.279","7,730","1.607","36.558","2,995","3,045","19,950"
"Utah","00","Total for all sectors","Total","1987","26,187","31,376","498,247","497,600","4,743","15.230","4,275","13.727","100,329","39,227","61,102","7.883","20.163","99,613","34,780","64,833","6.990","20.019","716","0.144","40.037","2,881","2,962","19,255"
"Utah","00","Total for all sectors","Total","1988","26,342","31,833","514,076","506,560","4,788","15.139","4,376","13.836","108,802","48,846","59,956","9.643","21.479","93,654","41,192","52,462","8.132","18.488","15,148","2.990","36.977","3,002","3,156","24,555"
"Utah","00","Total for all sectors","Total","1989","26,555","32,180","543,590","528,486","4,528","14.144","4,197","13.110","116,940","45,527","71,413","8.615","22.127","87,172","35,526","51,646","6.722","16.495","29,768","5.633","32.989","2,879","2,951","20,296"
"Utah","00","Total for all sectors","Total","1990","27,088","32,838","572,654","558,668","4,307","13.247","3,655","11.242","107,153","36,339","70,814","6.505","19.180","79,524","29,262","50,262","5.238","14.235","27,629","4.946","28.469","2,544","2,614","17,221"
"Utah","00","Total for all sectors","Total","1991","27,707","33,824","596,073","584,192","4,712","14.147","3,680","11.048","115,026","40,790","74,236","6.982","19.690","92,051","32,480","59,571","5.560","15.757","22,975","3.933","31.514","2,522","2,599","21,470"
"Utah","00","Total for all sectors","Total","1992","28,554","34,786","617,280","606,404","4,822","14.065","3,815","11.128","118,560","42,116","76,444","6.945","19.551","96,586","38,201","58,385","6.300","15.928","21,974","3.624","31.855","2,471","2,527","23,517"
"Utah","00","Total for all sectors","Total","1993","29,853","36,016","651,637","634,381","4,873","13.767","3,635","10.269","116,992","37,109","79,883","5.850","18.442","82,065","32,185","49,880","5.073","12.936","34,927","5.506","25.872","2,416","2,523","19,133"
"Utah","00","Total for all sectors","Total","1994","31,489","38,052","693,006","672,989","5,652","15.249","3,677","9.921","126,035","44,171","81,864","6.563","18.728","86,358","31,927","54,431","4.744","12.832","39,677","5.896","25.664","2,631","2,707","20,350"
"Utah","00","Total for all sectors","Total","1995","33,084","39,969","737,153","714,701","5,875","15.062","3,949","10.124","136,871","51,029","85,842","7.140","19.151","91,766","30,566","61,200","4.277","12.840","45,105","6.311","25.680","2,801","2,873","19,529"
"Utah","00","Total for all sectors","Total","1996","34,594","41,747","771,122","751,760","6,192","15.182","4,270","10.469","140,469","55,841","84,628","7.428","18.685","101,665","33,607","68,058","4.470","13.524","38,804","5.162","27.047","3,036","3,110","22,201"
"Utah","00","Total for all sectors","Total","1997","35,972","43,456","824,973","799,106","6,537","15.339","4,858","11.399","172,276","66,114","106,162","8.273","21.559","119,346","43,553","75,793","5.450","14.935","52,930","6.624","29.870","3,288","3,380","23,777"
"Utah","00","Total for all sectors","Total","1998","37,089","44,806","843,443","837,604","6,262","14.169","5,040","11.404","155,887","57,538","98,349","6.869","18.611","143,487","43,407","100,080","5.182","17.131","12,400","1.480","34.261","3,318","3,368","22,329"
"Utah","00","Total for all sectors","Total","1999","38,095","46,505","880,830","870,099","6,767","14.821","5,074","11.113","152,990","58,993","93,997","6.780","17.583","131,027","49,088","81,939","5.642","15.059","21,963","2.524","30.118","3,471","3,572","29,164"
"Utah","00","Total for all sectors","Total","2000","38,834","47,765","909,482","895,314","6,522","13.834","5,279","11.198","157,375","57,744","99,631","6.450","17.578","129,245","45,180","84,065","5.046","14.436","28,130","3.142","28.871","3,541","3,621","25,391"
"Utah","00","Total for all sectors","Total","2001","39,820","48,822","910,905","911,294","7,038","14.565","6,034","12.488","161,572","61,467","100,105","6.745","17.730","164,449","65,540","98,909","7.192","18.046","−2,877","−0.316","35.460","3,617","3,713","29,419"
"Utah","00","Total for all sectors","Total","2002","40,815","50,049","907,328","910,140","7,546","15.252","6,398","12.932","166,475","65,391","101,084","7.185","18.291","171,944","56,881","115,063","6.250","18.892","−5,469","−0.601","36.582","3,685","3,758","29,958"
"Utah","00","Total for all sectors","Total","2003","42,694","51,956","904,007","905,036","7,837","15.368","5,917","11.603","153,655","61,926","91,729","6.842","16.978","154,627","57,209","97,418","6.321","17.085","−972","−0.107","33.956","3,836","3,913","29,994"
"Utah","00","Total for all sectors","Total","2004","44,027","53,479","922,408","912,300","7,734","14.669","6,223","11.803","172,837","64,770","108,067","7.100","18.945","152,226","67,593","84,633","7.409","16.686","20,611","2.259","33.372","3,947","3,992","23,877"
"Utah","00","Total for all sectors","Total","2005","45,946","55,648","963,886","943,519","8,357","15.315","6,196","11.355","176,803","61,455","115,348","6.513","18.739","135,498","49,094","86,404","5.203","14.361","41,305","4.378","28.722","3,975","4,052","24,879"
"Utah","00","Total for all sectors","Total","2006","48,906","59,285","1,027,781","996,278","9,759","16.982","6,122","10.653","185,138","65,917","119,221","6.616","18.583","122,153","39,355","82,798","3.950","12.261","62,985","6.322","24.522","4,126","4,218","23,987"
"Utah","00","Total for all sectors","Total","2007","51,491","62,173","1,093,999","1,066,961","9,683","15.946","6,781","11.167","201,590","63,012","138,578","5.906","18.894","147,576","52,834","94,742","4.952","13.831","54,014","5.062","27.663","4,405","4,430","25,640"
"Utah","00","Total for all sectors","Total","2008","51,595","62,615","1,108,755","1,101,205","8,292","13.292","7,831","12.553","184,882","58,417","126,465","5.305","16.789","169,859","58,711","111,148","5.332","15.425","15,023","1.364","30.850","5,376","5,433","29,739"
"Utah","00","Total for all sectors","Total","2009","49,411","60,587","1,050,964","1,080,080","6,961","11.276","9,249","14.983","142,197","49,765","92,432","4.608","13.165","201,444","63,657","137,787","5.894","18.651","−59,247","−5.485","26.331","6,198","6,268","37,322"
"Utah","00","Total for all sectors","Total","2010","48,744","59,938","1,012,316","1,031,379","7,298","12.108","7,966","13.217","129,373","51,201","78,172","4.964","12.544","166,677","47,741","118,936","4.629","16.161","−37,304","−3.617","25.087","5,081","5,216","28,619"
"Utah","00","Total for all sectors","Total","2011","48,798","60,132","1,021,647","1,017,471","7,322","12.197","7,121","11.862","138,200","46,492","91,708","4.569","13.583","129,800","42,378","87,422","4.165","12.757","8,400","0.826","25.514","4,447","4,554","24,595"
"Utah","00","Total for all sectors","Total","2012","49,765","61,289","1,058,415","1,040,081","7,640","12.585","6,481","10.675","156,879","48,269","108,610","4.641","15.083","119,791","36,712","83,079","3.530","11.517","37,088","3.566","23.035","4,082","4,174","22,848"
"Utah","00","Total for all sectors","Total","2013","50,831","62,608","1,094,801","1,075,973","7,481","12.078","6,143","9.918","159,605","56,390","103,215","5.241","14.834","123,040","42,640","80,400","3.963","11.435","36,565","3.398","22.870","3,778","3,826","22,232"
