"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"South Carolina","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","7","19,270","5,675","238"
"South Carolina","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","3","23,699","6,346","191"
"South Carolina","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","3","26,659","8,124","534"
"South Carolina","541511","Custom computer programming services","S-corporations ","All establishments","2019","323","127,772","28,026","1,574"
"South Carolina","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","256","35,700","4,211","335"
"South Carolina","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","31","13,771","3,546","208"
"South Carolina","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","24","19,948","4,988","310"
"South Carolina","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","8","16,603","4,105","203"
"South Carolina","541511","Custom computer programming services","S-corporations ","Establishments with 50 to 99 employees","2019","3","16,279","3,464","172"
"South Carolina","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","17","760","154","20"
"South Carolina","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","17","760","154","20"
"South Carolina","541511","Custom computer programming services","Partnerships","All establishments","2019","51","48,398","9,998","572"
"South Carolina","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","35","4,536","813","51"
"South Carolina","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","5","2,292","546","34"
"South Carolina","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","3","3,887","856","44"
"South Carolina","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2019","6","17,015","3,950","202"
"South Dakota","541511","Custom computer programming services","All establishments","All establishments","2019","104","53,926","11,853","694"
"South Dakota","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","78","5,426","1,299","98"
"South Dakota","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","10","5,203","927","60"
"South Dakota","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","5","5,251","1,202","72"
"South Dakota","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","9","26,791","6,130","317"
"South Dakota","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","22","13,909","3,331","169"
"South Dakota","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","12","1,423","377","19"
"South Dakota","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","6","4,226","695","40"
"South Dakota","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","3","7,034","1,957","97"
"South Dakota","541511","Custom computer programming services","S-corporations ","All establishments","2019","66","27,153","5,855","379"
"South Dakota","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","53","3,295","738","64"
"South Dakota","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","3","589","137","15"
"South Dakota","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","4","4,025","900","59"
"South Dakota","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","5","14,760","3,236","178"
"South Dakota","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","9","12,194","2,499","134"
"South Dakota","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","7","426","111","8"
"South Dakota","541511","Custom computer programming services","Partnerships","All establishments","2019","7","670","168","12"
"South Dakota","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","6","282","73","7"
"Tennessee","541511","Custom computer programming services","All establishments","All establishments","2019","589","617,444","157,099","7,307"
"Tennessee","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","380","44,823","8,738","555"
"Tennessee","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","75","38,770","9,696","483"
"Tennessee","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","66","74,105","18,435","859"
"Tennessee","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","38","102,823","25,432","1,069"
"Tennessee","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","17","92,267","22,416","1,086"
"Tennessee","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2019","9","91,910","23,076","1,134"
"Tennessee","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","206","413,247","108,532","4,596"
"Tennessee","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","114","16,299","3,047","173"
"Tennessee","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","29","18,175","4,788","183"
"Tennessee","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","25","39,198","9,904","329"
"Tennessee","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","18","55,905","13,819","509"
"Tennessee","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","13","72,553","17,690","810"
"Tennessee","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","3","38,371","9,978","471"
"Tennessee","541511","Custom computer programming services","S-corporations ","All establishments","2019","198","103,015","24,676","1,316"
"Tennessee","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","157","16,476","3,405","206"
"Tennessee","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","14","6,912","1,531","89"
"Tennessee","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","14","12,744","3,159","188"
"Tennessee","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","7","17,084","4,337","210"
"Tennessee","541511","Custom computer programming services","S-corporations ","Establishments with 100 to 249 employees","2019","5","48,157","11,860","554"
"Tennessee","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","53","17,533","4,319","225"
"Tennessee","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","42","3,311","588","57"
"Tennessee","541511","Custom computer programming services","Individual proprietorships","Establishments with 5 to 9 employees","2019","5","1,956","526","34"
"Tennessee","541511","Custom computer programming services","Individual proprietorships","Establishments with 10 to 19 employees","2019","4","3,370","877","44"
"Tennessee","541511","Custom computer programming services","Partnerships","All establishments","2019","132","83,649","19,572","1,170"
"Tennessee","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","67","8,737","1,698","119"
"Tennessee","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","27","11,727","2,851","177"
"Tennessee","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","23","18,793","4,495","298"
"Tennessee","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2019","12","28,387","6,963","332"
"Texas","541511","Custom computer programming services","All establishments","All establishments","2019","5,409","7,422,709","1,876,948","74,371"
"Texas","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","3,915","437,180","86,753","5,352"
"Texas","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","547","297,743","69,103","3,696"
"Texas","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","382","496,149","118,715","5,250"
"Texas","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","304","936,091","219,220","9,664"
"Texas","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","136","960,510","235,757","9,695"
"Texas","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2019","85","1,296,284","370,330","12,926"
"Texas","541511","Custom computer programming services","All establishments","Establishments with 250 to 499 employees","2019","22","822,889","207,394","7,411"
"Texas","541511","Custom computer programming services","All establishments","Establishments with 500 to 999 employees","2019","9","619,585","160,249","5,987"
"Texas","541511","Custom computer programming services","All establishments","Establishments with 1,000 employees or more","2019","9","1,556,278","409,427","14,390"
"Texas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","1,547","4,950,461","1,274,613","46,095"
"Texas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","907","134,948","27,679","1,390"
"Texas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","200","118,955","28,442","1,353"
"Texas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","152","213,816","54,173","2,114"
"Texas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","132","430,441","102,425","4,070"
"Texas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","70","532,074","138,894","5,120"
"Texas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","53","884,433","260,780","8,041"
"Texas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2019","17","698,946","175,310","5,903"
"Texas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 500 to 999 employees","2019","9","619,585","160,249","5,987"
"Texas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 1,000 employees or more","2019","7","1,317,263","326,661","12,117"
"Texas","541511","Custom computer programming services","S-corporations ","All establishments","2019","2,959","1,461,968","323,164","17,677"
"Texas","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","2,388","238,338","46,058","3,100"
"Texas","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","235","119,790","26,864","1,573"
"Texas","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","154","195,490","43,796","2,126"
"Texas","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","115","335,265","78,412","3,730"
"Texas","541511","Custom computer programming services","S-corporations ","Establishments with 50 to 99 employees","2019","43","284,253","62,517","3,074"
"Texas","541511","Custom computer programming services","S-corporations ","Establishments with 100 to 249 employees","2019","21","224,276","52,409","3,185"
"Texas","541511","Custom computer programming services","S-corporations ","Establishments with 250 to 499 employees","2019","3","64,556","13,108","889"
"Texas","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","243","116,676","30,439","1,154"
"Texas","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","200","12,739","2,377","205"
"Texas","541511","Custom computer programming services","Individual proprietorships","Establishments with 5 to 9 employees","2019","23","9,082","1,928","149"
"Texas","541511","Custom computer programming services","Individual proprietorships","Establishments with 10 to 19 employees","2019","11","19,676","4,773","132"
"Texas","541511","Custom computer programming services","Individual proprietorships","Establishments with 20 to 49 employees","2019","3","8,213","1,530","79"
"Texas","541511","Custom computer programming services","Individual proprietorships","Establishments with 50 to 99 employees","2019","4","24,852","5,647","267"
"Texas","541511","Custom computer programming services","Partnerships","All establishments","2019","651","867,781","242,095","9,178"
"Texas","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","415","50,804","10,540","648"
"Texas","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","87","49,279","11,694","609"
"Texas","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","65","67,167","15,973","878"
"Texas","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2019","53","158,830","36,023","1,748"
"Texas","541511","Custom computer programming services","Partnerships","Establishments with 50 to 99 employees","2019","19","119,331","28,699","1,234"
"Texas","541511","Custom computer programming services","Partnerships","Establishments with 100 to 249 employees","2019","8","123,968","37,424","1,169"
"Texas","541511","Custom computer programming services","Non-profit","All establishments","2019","9","25,823","6,637","267"
"Texas","541511","Custom computer programming services","Non-profit","Establishments with less than 5 employees","2019","5","351","99","9"
"Utah","541511","Custom computer programming services","All establishments","All establishments","2019","876","987,601","244,197","11,245"
"Utah","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","593","48,524","9,619","759"
"Utah","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","104","53,300","12,641","699"
"Utah","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","64","69,460","16,003","900"
"Utah","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","63","143,178","35,541","1,789"
"Utah","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","26","145,141","38,109","1,878"
"Utah","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2019","22","307,259","71,201","3,220"
"Utah","541511","Custom computer programming services","All establishments","Establishments with 250 to 499 employees","2019","3","117,953","27,432","1,255"
"Utah","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","193","651,286","166,636","6,584"
"Utah","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","81","11,069","2,126","118"
"Utah","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","32","19,208","4,611","217"
"Utah","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","22","26,763","5,871","306"
"Utah","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","23","65,614","17,433","706"
"Utah","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","17","105,151","27,473","1,279"
"Utah","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","15","233,628","54,638","2,320"
"Utah","541511","Custom computer programming services","S-corporations ","All establishments","2019","520","177,258","41,282","2,676"
"Utah","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","417","29,830","6,030","512"
"Utah","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","43","18,263","4,128","285"
"Utah","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","25","22,844","5,406","350"
"Utah","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","26","52,195","12,022","698"
"Utah","541511","Custom computer programming services","S-corporations ","Establishments with 50 to 99 employees","2019","6","21,677","6,129","414"
"Utah","541511","Custom computer programming services","S-corporations ","Establishments with 100 to 249 employees","2019","3","32,449","7,567","417"
"Utah","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","31","7,452","1,587","114"
"Utah","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","23","1,658","178","23"
"Utah","541511","Custom computer programming services","Individual proprietorships","Establishments with 5 to 9 employees","2019","5","2,133","518","30"
"Utah","541511","Custom computer programming services","Partnerships","All establishments","2019","130","150,464","34,452","1,847"
"Utah","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","71","5,948","1,279","105"
"Utah","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","24","13,696","3,384","167"
"Utah","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","16","18,524","4,423","229"
"Utah","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2019","11","21,915","5,264","316"
"Utah","541511","Custom computer programming services","Partnerships","Establishments with 50 to 99 employees","2019","3","18,313","4,507","185"
"Utah","541511","Custom computer programming services","Partnerships","Establishments with 100 to 249 employees","2019","4","41,182","8,996","483"
"Vermont","541511","Custom computer programming services","All establishments","All establishments","2019","176","126,911","29,511","1,369"
"Vermont","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","128","14,726","3,194","227"
"Vermont","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","26","10,011","2,387","158"
"Vermont","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","6","5,481","1,278","73"
"Vermont","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","12","40,172","9,470","435"
"Vermont","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","3","27,892","4,318","197"
"Vermont","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","67","62,670","12,310","600"
"Vermont","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","42","6,366","1,322","79"
"Vermont","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","14","6,039","1,438","85"
"Vermont","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","6","21,020","4,890","218"
"Vermont","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","3","27,892","4,318","197"
"Vermont","541511","Custom computer programming services","S-corporations ","All establishments","2019","86","55,828","15,267","663"
"Vermont","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","71","6,696","1,477","115"
"Vermont","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","5","1,476","357","34"
"Vermont","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","4","4,128","936","52"
"Vermont","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","5","14,899","3,633","183"
"Vermont","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","6","1,737","366","22"
"Vermont","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","4","304","69","7"
"Vermont","541511","Custom computer programming services","Partnerships","All establishments","2019","15","6,409","1,505","77"
"Vermont","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","10","1,331","319","24"
"Vermont","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","4","825","239","19"
"Virginia","541511","Custom computer programming services","All establishments","All establishments","2019","3,665","6,241,039","1,491,158","64,279"
"Virginia","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","2,532","322,005","67,119","3,581"
"Virginia","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","317","217,579","49,331","2,101"
"Virginia","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","306","447,012","105,627","4,185"
"Virginia","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","256","866,714","203,402","8,000"
"Virginia","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","129","1,013,176","248,696","8,915"
"Virginia","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2019","86","1,423,678","340,114","13,459"
"Virginia","541511","Custom computer programming services","All establishments","Establishments with 250 to 499 employees","2019","29","985,386","252,076","9,875"
"Virginia","541511","Custom computer programming services","All establishments","Establishments with 500 to 999 employees","2019","5","234,981","54,332","2,905"
"Virginia","541511","Custom computer programming services","All establishments","Establishments with 1,000 employees or more","2019","5","730,508","170,461","11,258"
"Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","702","2,871,302","710,479","28,055"
"Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","354","64,856","13,327","587"
"Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","83","57,292","13,522","559"
"Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","79","128,541","31,302","1,099"
"Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","87","329,938","79,850","2,758"
"Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","44","409,080","102,419","3,090"
"Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","39","681,619","167,362","6,092"
"Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2019","10","471,753","131,007","3,831"
"Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 500 to 999 employees","2019","3","133,997","31,263","1,829"
"Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 1,000 employees or more","2019","3","594,226","140,427","8,210"
"Virginia","541511","Custom computer programming services","S-corporations ","All establishments","2019","2,633","2,794,587","642,811","29,531"
"Virginia","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","1,982","234,705","49,227","2,713"
"Virginia","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","188","131,233","28,992","1,232"
"Virginia","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","190","272,465","63,619","2,582"
"Virginia","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","151","473,991","108,232","4,655"
"Virginia","541511","Custom computer programming services","S-corporations ","Establishments with 50 to 99 employees","2019","67","491,675","118,933","4,614"
"Virginia","541511","Custom computer programming services","S-corporations ","Establishments with 100 to 249 employees","2019","34","522,578","118,907","5,416"
"Virginia","541511","Custom computer programming services","S-corporations ","Establishments with 250 to 499 employees","2019","18","493,330","117,148","5,767"
"Virginia","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","111","68,128","16,002","795"
"Virginia","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","90","9,986","1,991","132"
"Virginia","541511","Custom computer programming services","Individual proprietorships","Establishments with 5 to 9 employees","2019","11","7,584","1,755","80"
"Virginia","541511","Custom computer programming services","Individual proprietorships","Establishments with 10 to 19 employees","2019","4","5,189","1,284","55"
"Virginia","541511","Custom computer programming services","Individual proprietorships","Establishments with 20 to 49 employees","2019","3","12,281","3,240","93"
"Virginia","541511","Custom computer programming services","Partnerships","All establishments","2019","216","504,140","121,167","5,857"
"Virginia","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","104","12,391","2,561","147"
"Virginia","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","35","21,470","5,062","230"
"Virginia","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","33","40,817","9,422","449"
"Virginia","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2019","14","47,689","11,394","455"
"Virginia","541511","Custom computer programming services","Partnerships","Establishments with 50 to 99 employees","2019","17","111,690","26,613","1,148"
"Virginia","541511","Custom computer programming services","Partnerships","Establishments with 100 to 249 employees","2019","12","207,427","50,765","1,856"
"Virginia","541511","Custom computer programming services","Non-profit","All establishments","2019","3","2,882","699","41"
"Washington","541511","Custom computer programming services","All establishments","All establishments","2019","1,687","3,039,428","846,437","25,990"
"Washington","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","1,135","125,598","23,243","1,417"
"Washington","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","203","121,766","28,407","1,319"
"Washington","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","132","164,886","41,187","1,730"
"Washington","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","125","417,440","102,796","3,785"
"Washington","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","42","348,143","83,085","3,030"
"Washington","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2019","32","577,941","166,456","4,637"
"Washington","541511","Custom computer programming services","All establishments","Establishments with 250 to 499 employees","2019","11","491,954","153,638","4,129"
"Washington","541511","Custom computer programming services","All establishments","Establishments with 500 to 999 employees","2019","6","715,321","229,427","4,917"
"Washington","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","501","2,346,863","688,101","18,780"
"Washington","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","230","36,550","6,897","316"
"Washington","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","88","62,419","15,039","567"
"Washington","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","56","87,297","23,364","759"
"Washington","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","61","214,576","54,011","1,821"
"Washington","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","24","218,649","53,551","1,750"
"Washington","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","24","443,718","133,976","3,495"
"Washington","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2019","11","491,954","153,638","4,129"
"Washington","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 500 to 999 employees","2019","6","715,321","229,427","4,917"
"Washington","541511","Custom computer programming services","S-corporations ","All establishments","2019","1,019","529,183","118,168","5,595"
"Washington","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","806","76,656","14,533","974"
"Washington","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","85","44,387","10,062","570"
"Washington","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","64","64,037","15,082","820"
"Washington","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","44","136,117","30,692","1,350"
"Washington","541511","Custom computer programming services","S-corporations ","Establishments with 50 to 99 employees","2019","14","95,644","22,045","969"
"Washington","541511","Custom computer programming services","S-corporations ","Establishments with 100 to 249 employees","2019","6","112,342","25,754","912"
"Washington","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","53","7,839","1,487","105"
"Washington","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","47","2,667","555","53"
"Washington","541511","Custom computer programming services","Individual proprietorships","Establishments with 5 to 9 employees","2019","4","3,309","541","29"
"Washington","541511","Custom computer programming services","Partnerships","All establishments","2019","105","136,568","33,889","1,328"
"Washington","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","50","9,409","1,184","69"
"Washington","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","23","10,243","2,367","136"
"Washington","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","10","11,689","2,350","128"
"Washington","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2019","17","58,035","15,941","530"
"Washington","541511","Custom computer programming services","Partnerships","Establishments with 50 to 99 employees","2019","3","25,311","5,321","235"
"Washington","541511","Custom computer programming services","Non-profit","All establishments","2019","6","12,487","3,186","123"
"Washington","541511","Custom computer programming services","Other noncorporate legal forms of organization","All establishments","2019","3","6,488","1,606","59"
"West Virginia","541511","Custom computer programming services","All establishments","All establishments","2019","80","67,255","16,284","833"
"West Virginia","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","53","4,229","1,028","66"
"West Virginia","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","13","8,975","2,053","97"
"West Virginia","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","5","4,341","992","66"
"West Virginia","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","6","17,413","4,550","201"
"West Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","31","9,492","2,358","123"
"West Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","21","1,785","440","24"
"West Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","8","5,383","1,319","62"
